Comparativo Ciudades,,,,,,,,
,,,,,,,,
Fecha,País,Ciudad,Casos confirmados acumulad,Fallecidos,Población (millones),Año población,Casos millón hab,Fallecidos millón hab
12/03/2021,Estados Unidos,New York,773151,30080,8398748,2018,92056,3581
12/03/2021,España,Madrid,601592,14313,3266126,2020,184191,4382
12/03/2021,Inglaterra,Londres,703308,18315,8982000,2020,78302,2039
13/03/2021,Colombia,Bogotá,668038,14066,7743955,2020,86266,1816
13/03/2021,Argentina,Buenos Aires,416232,9186,3075646,2020,135332,2987
13/03/2021,Brasil,Brasilia,317880,5116,3015268,2019,105423,1697
13/03/2021,Chile,Santiago de Chile,383820,12340,7460708,2020,51446,1654
13/03/2021,Ecuador,Quito,95842,2186,2011388,2020,47650,1087
13/03/2021,Ecuador,Guayaquil,25439,1362,2011388,2020,12647,677
13/03/2021,México,Ciudad de México,583698,29047,8985339,2015,64961,3233
13/03/2021,Perú,Lima,609650,19252,9485405,2017,64272,2030
13/03/2021,Uruguay,Montevideo,39565,453,1351162,2020,29282,335
13/03/2021,Brasil,Sao Paulo,558514,19600,12252023,2017,45585,1600
13/03/2021,Estados Unidos,Miami,426900,5660,2761581,2018,154585,2050
13/03/2021,Estados Unidos,New York,777010,30152,8398748,2018,92515,3590
13/03/2021,España,Madrid,601592,14313,3266126,2020,184191,4382
13/03/2021,Inglaterra,Londres,703692,18315,8982000,2020,78345,2039
14/03/2021,Colombia,Bogotá,668786,14083,7743955,2020,86362,1819
14/03/2021,Argentina,Buenos Aires,417124,9189,3075646,2020,135622,2988
14/03/2021,Brasil,Brasilia,319936,5145,3015268,2019,106105,1706
14/03/2021,Chile,Santiago de Chile,385479,12364,7460708,2020,51668,1657
14/03/2021,Ecuador,Quito,96431,2487,2011388,2020,47943,1236
14/03/2021,Ecuador,Guayaquil,25779,2676,2011388,2020,12817,1330
14/03/2021,México,Ciudad de México,584531,29109,8985339,2015,65054,3240
14/03/2021,Perú,Lima,609950,19252,9485405,2017,64304,2030
14/03/2021,Uruguay,Montevideo,39565,453,1351162,2020,29282,335
14/03/2021,Brasil,Sao Paulo,559817,19635,12252023,2017,45692,1603
14/03/2021,Estados Unidos,Miami,427600,5669,2761581,2018,154839,2053
14/03/2021,Estados Unidos,New York,781329,30208,8398748,2018,93029,3597
14/03/2021,España,Madrid,603840,14337,3266126,2020,184880,4390
14/03/2021,Inglaterra,Londres,704081,18315,8982000,2020,78388,2039
15/03/2021,Colombia,Bogotá,669242,14102,7743955,2020,86421,1821
15/03/2021,Argentina,Buenos Aires,418792,9208,3075646,2020,136164,2994
15/03/2021,Brasil,Brasilia,319936,5145,3015268,2019,106105,1706
15/03/2021,Chile,Santiago de Chile,386822,12380,7460708,2020,51848,1659
15/03/2021,Ecuador,Quito,96431,2487,2011388,2020,47943,1236
15/03/2021,Ecuador,Guayaquil,25779,2676,2011388,2020,12817,1330
15/03/2021,México,Ciudad de México,584927,29214,8985339,2015,65098,3251
15/03/2021,Perú,Lima,609950,19252,9485405,2017,64304,2030
15/03/2021,Uruguay,Montevideo,40539,460,1351162,2020,30003,340
15/03/2021,Brasil,Sao Paulo,559817,19635,12252023,2017,45692,1603
15/03/2021,Estados Unidos,Miami,428873,5688,2761581,2018,155300,2060
15/03/2021,Estados Unidos,New York,784900,30260,8398748,2018,93454,3603
15/03/2021,España,Madrid,605175,14354,3266126,2020,185288,4395
15/03/2021,Inglaterra,Londres,704532,18541,8982000,2020,78438,2064
16/03/2021,Colombia,Bogotá,670030,14123,7743955,2020,86523,1824
16/03/2021,Argentina,Buenos Aires,420359,9223,3075646,2020,136673,2999
16/03/2021,Brasil,Brasilia,322686,5206,3015268,2019,107017,1727
16/03/2021,Chile,Santiago de Chile,388297,12407,7460708,2020,52046,1663
16/03/2021,Ecuador,Quito,96431,2487,2011388,2020,47943,1236
16/03/2021,Ecuador,Guayaquil,25779,2676,2011388,2020,12817,1330
16/03/2021,México,Ciudad de México,587760,29385,8985339,2015,65413,3270
16/03/2021,Perú,Lima,620383,19428,9485405,2017,65404,2048
16/03/2021,Uruguay,Montevideo,41205,468,1351162,2020,30496,346
16/03/2021,Brasil,Sao Paulo,559817,19635,12252023,2017,45692,1603
16/03/2021,Estados Unidos,Miami,429834,5699,2761581,2018,155648,2064
16/03/2021,Estados Unidos,New York,787901,30306,8398748,2018,93812,3608
16/03/2021,España,Madrid,606753,14388,3266126,2020,185771,4405
16/03/2021,Inglaterra,Londres,705074,18541,8982000,2020,78499,2064
17/03/2021,Colombia,Bogotá,670748,14123,7743955,2020,86616,1824
17/03/2021,Argentina,Buenos Aires,421998,9247,3075646,2020,137206,3007
17/03/2021,Brasil,Brasilia,324576,5274,3015268,2019,107644,1749
17/03/2021,Chile,Santiago de Chile,390518,12444,7460708,2020,52343,1668
17/03/2021,Ecuador,Quito,96431,2487,2011388,2020,47943,1236
17/03/2021,Ecuador,Guayaquil,25779,2676,2011388,2020,12817,1330
17/03/2021,México,Ciudad de México,587760,29385,8985339,2015,65413,3270
17/03/2021,Perú,Lima,624200,19648,9485405,2017,65806,2071
17/03/2021,Uruguay,Montevideo,41994,474,1351162,2020,31080,351
17/03/2021,Brasil,Sao Paulo,571358,20076,12252023,2017,46634,1639
17/03/2021,Estados Unidos,Miami,430942,5710,2761581,2018,156049,2068
17/03/2021,Estados Unidos,New York,787901,30306,8398748,2018,93812,3608
17/03/2021,España,Madrid,608251,14412,3266126,2020,186230,4413
17/03/2021,Inglaterra,Londres,705609,18541,8982000,2020,78558,2064
18/03/2021,Colombia,Bogotá,671542,14154,7743955,2020,86718,1828
18/03/2021,Argentina,Buenos Aires,421998,9247,3075646,2020,137206,3007
18/03/2021,Brasil,Brasilia,326083,5321,3015268,2019,108144,1765
18/03/2021,Chile,Santiago de Chile,392640,12472,7460708,2020,52628,1672
18/03/2021,Ecuador,Quito,98467,2525,2011388,2020,48955,1255
18/03/2021,Ecuador,Guayaquil,26891,2680,2011388,2020,13369,1332
18/03/2021,México,Ciudad de México,590327,29500,8985339,2015,65699,3283
18/03/2021,Perú,Lima,624200,19648,9485405,2017,65806,2071
18/03/2021,Uruguay,Montevideo,42651,480,1351162,2020,31566,355
18/03/2021,Brasil,Sao Paulo,575331,20236,12252023,2017,46958,1652
18/03/2021,Estados Unidos,Miami,432177,5716,2761581,2018,156496,2070
18/03/2021,Estados Unidos,New York,791064,30436,8398748,2018,94188,3624
18/03/2021,España,Madrid,608251,14412,3266126,2020,186230,4413
18/03/2021,Inglaterra,Londres,706014,18541,8982000,2020,78603,2064
19/03/2021,Colombia,Bogotá,672449,14185,7743955,2020,86835,1832
19/03/2021,Argentina,Buenos Aires,421998,9247,3075646,2020,137206,3007
19/03/2021,Brasil,Brasilia,327822,5355,3015268,2019,108721,1776
19/03/2021,Chile,Santiago de Chile,394830,12502,7460708,2020,52921,1676
19/03/2021,Ecuador,Quito,98467,2525,2011388,2020,48955,1255
19/03/2021,Ecuador,Guayaquil,26891,2680,2011388,2020,13369,1332
19/03/2021,México,Ciudad de México,592456,29582,8985339,2015,65936,3292
19/03/2021,Perú,Lima,624200,19648,9485405,2017,65806,2071
19/03/2021,Uruguay,Montevideo,43409,490,1351162,2020,32127,363
19/03/2021,Brasil,Sao Paulo,579380,20352,12252023,2017,47289,1661
19/03/2021,Estados Unidos,Miami,433452,5724,2761581,2018,156958,2073
19/03/2021,Estados Unidos,New York,793877,30482,8398748,2018,94523,3629
19/03/2021,España,Madrid,608251,14412,3266126,2020,186230,4413
19/03/2021,Inglaterra,Londres,706484,18541,8982000,2020,78656,2064
20/03/2021,Colombia,Bogotá,675062,14200,7743955,2020,87173,1834
20/03/2021,Argentina,Buenos Aires,426628,9300,3075646,2020,138712,3024
20/03/2021,Brasil,Brasilia,328902,5382,3015268,2019,109079,1785
20/03/2021,Chile,Santiago de Chile,397152,12538,7460708,2020,53232,1681
20/03/2021,Ecuador,Quito,98467,2525,2011388,2020,48955,1255
20/03/2021,Ecuador,Guayaquil,26891,2680,2011388,2020,13369,1332
20/03/2021,México,Ciudad de México,594301,29701,8985339,2015,66141,3305
20/03/2021,Perú,Lima,635883,19871,9485405,2017,67038,2095
20/03/2021,Uruguay,Montevideo,44238,501,1351162,2020,32741,371
20/03/2021,Brasil,Sao Paulo,581013,20368,12252023,2017,47422,1662
20/03/2021,Estados Unidos,Miami,434352,5725,2761581,2018,157284,2073
20/03/2021,Estados Unidos,New York,793877,30482,8398748,2018,94523,3629
20/03/2021,España,Madrid,608251,14412,3266126,2020,186230,4413
20/03/2021,Inglaterra,Londres,706856,18541,8982000,2020,78697,2064
21/03/2021,Colombia,Bogotá,676033,14224,7743955,2020,87298,1837
21/03/2021,Argentina,Buenos Aires,427585,9307,3075646,2020,139023,3026
21/03/2021,Brasil,Brasilia,330756,5441,3015268,2019,109694,1804
21/03/2021,Chile,Santiago de Chile,399044,12563,7460708,2020,53486,1684
21/03/2021,Ecuador,Quito,100106,2538,2011388,2020,49770,1262
21/03/2021,Ecuador,Guayaquil,27222,2682,2011388,2020,13534,1333
21/03/2021,México,Ciudad de México,595046,29746,8985339,2015,66224,3311
21/03/2021,Perú,Lima,638145,19912,9485405,2017,67277,2099
21/03/2021,Uruguay,Montevideo,45658,507,1351162,2020,33792,375
21/03/2021,Brasil,Sao Paulo,582245,20388,12252023,2017,47522,1664
21/03/2021,Estados Unidos,Miami,435135,5728,2761581,2018,157567,2074
21/03/2021,Estados Unidos,New York,793947,30482,8398748,2018,94532,3629
21/03/2021,España,Madrid,611228,14431,3266126,2020,187142,4418
21/03/2021,Inglaterra,Londres,707336,18541,8982000,2020,78750,2064
22/03/2021,Colombia,Bogotá,676671,14239,7743955,2020,87381,1839
22/03/2021,Argentina,Buenos Aires,429055,9342,3075646,2020,139501,3037
22/03/2021,Brasil,Brasilia,332153,5503,3015268,2019,110157,1825
22/03/2021,Chile,Santiago de Chile,400604,12587,7460708,2020,53695,1687
22/03/2021,Ecuador,Quito,100106,2538,2011388,2020,49770,1262
22/03/2021,Ecuador,Guayaquil,27222,2682,2011388,2020,13534,1333
22/03/2021,México,Ciudad de México,597673,29902,8985339,2015,66516,3328
22/03/2021,Perú,Lima,645563,20019,9485405,2017,68059,2111
22/03/2021,Uruguay,Montevideo,46607,517,1351162,2020,34494,383
22/03/2021,Brasil,Sao Paulo,586394,20634,12252023,2017,47861,1684
22/03/2021,Estados Unidos,Miami,436394,5742,2761581,2018,158023,2079
22/03/2021,Estados Unidos,New York,793877,30482,8398748,2018,94523,3629
22/03/2021,España,Madrid,612775,14469,3266126,2020,187615,4430
22/03/2021,Inglaterra,Londres,707831,18708,8982000,2020,78805,2083
23/03/2021,Colombia,Bogotá,677516,14251,7743955,2020,87490,1840
23/03/2021,Argentina,Buenos Aires,431064,9359,3075646,2020,140154,3043
23/03/2021,Brasil,Brasilia,333348,5553,3015268,2019,110553,1842
23/03/2021,Chile,Santiago de Chile,402170,12605,7460708,2020,53905,1690
23/03/2021,Ecuador,Quito,100106,2538,2011388,2020,49770,1262
23/03/2021,Ecuador,Guayaquil,27222,2682,2011388,2020,13534,1333
23/03/2021,México,Ciudad de México,599593,29969,8985339,2015,66730,3335
23/03/2021,Perú,Lima,645563,20019,9485405,2017,68059,2111
23/03/2021,Uruguay,Montevideo,47606,522,1351162,2020,35233,386
23/03/2021,Brasil,Sao Paulo,590885,20700,12252023,2017,48228,1690
23/03/2021,Estados Unidos,Miami,437452,5751,2761581,2018,158406,2083
23/03/2021,Estados Unidos,New York,818046,30703,8398748,2018,97401,3656
23/03/2021,España,Madrid,612775,14469,3266126,2020,187615,4430
23/03/2021,Inglaterra,Londres,708339,18708,8982000,2020,78862,2083
24/03/2021,Colombia,Bogotá,678408,14267,7743955,2020,87605,1842
24/03/2021,Argentina,Buenos Aires,432709,9377,3075646,2020,140689,3049
24/03/2021,Brasil,Brasilia,335153,5610,3015268,2019,111152,1861
24/03/2021,Chile,Santiago de Chile,404648,12571,7460708,2020,54237,1685
24/03/2021,Ecuador,Quito,102158,2551,2011388,2020,50790,1268
24/03/2021,Ecuador,Guayaquil,27617,2682,2011388,2020,13730,1333
24/03/2021,México,Ciudad de México,601373,30062,8985339,2015,66928,3346
24/03/2021,Perú,Lima,651096,20102,9485405,2017,68642,2119
24/03/2021,Uruguay,Montevideo,48458,529,1351162,2020,35864,392
24/03/2021,Brasil,Sao Paulo,595099,20843,12252023,2017,48571,1701
24/03/2021,Estados Unidos,Miami,438704,5767,2761581,2018,158860,2088
24/03/2021,Estados Unidos,New York,822548,30762,8398748,2018,97937,3663
24/03/2021,España,Madrid,616485,14496,3266126,2020,188751,4438
24/03/2021,Inglaterra,Londres,708943,18708,8982000,2020,78929,2083
25/03/2021,Colombia,Bogotá,679492,14287,7743955,2020,87745,1845
25/03/2021,Argentina,Buenos Aires,434973,9385,3075646,2020,141425,3051
25/03/2021,Brasil,Brasilia,337294,5674,3015268,2019,111862,1882
25/03/2021,Chile,Santiago de Chile,407339,12671,7460708,2020,54598,1698
25/03/2021,Ecuador,Quito,102158,2551,2011388,2020,50790,1268
25/03/2021,Ecuador,Guayaquil,27617,2682,2011388,2020,13730,1333
25/03/2021,México,Ciudad de México,603039,30141,8985339,2015,67114,3354
25/03/2021,Perú,Lima,654562,20167,9485405,2017,69007,2126
25/03/2021,Uruguay,Montevideo,50226,535,1351162,2020,37172,396
25/03/2021,Brasil,Sao Paulo,599340,21131,12252023,2017,48918,1725
25/03/2021,Estados Unidos,Miami,439970,5792,2761581,2018,159318,2097
25/03/2021,Estados Unidos,New York,826494,30810,8398748,2018,98407,3668
25/03/2021,España,Madrid,618160,14496,3266126,2020,189264,4438
25/03/2021,Inglaterra,Londres,709444,18708,8982000,2020,78985,2083
26/03/2021,Colombia,Bogotá,680882,14312,7743955,2020,87924,1848
26/03/2021,Argentina,Buenos Aires,437380,9399,3075646,2020,142208,3056
26/03/2021,Brasil,Brasilia,338930,5717,3015268,2019,112405,1896
26/03/2021,Chile,Santiago de Chile,410283,12671,7460708,2020,54993,1698
26/03/2021,Ecuador,Quito,102158,2551,2011388,2020,50790,1268
26/03/2021,Ecuador,Guayaquil,27617,2682,2011388,2020,13730,1333
26/03/2021,México,Ciudad de México,604468,30254,8985339,2015,67273,3367
26/03/2021,Perú,Lima,654562,20167,9485405,2017,69007,2126
26/03/2021,Uruguay,Montevideo,51550,545,1351162,2020,38152,403
26/03/2021,Brasil,Sao Paulo,603049,21408,12252023,2017,49220,1747
26/03/2021,Estados Unidos,Miami,441275,5797,2761581,2018,159791,2099
26/03/2021,Estados Unidos,New York,830896,30867,8398748,2018,98931,3675
26/03/2021,España,Madrid,618160,14496,3266126,2020,189264,4438
26/03/2021,Inglaterra,Londres,709827,18708,8982000,2020,79028,2083
27/03/2021,Colombia,Bogotá,681888,14325,7743955,2020,88054,1850
27/03/2021,Argentina,Buenos Aires,439780,9429,3075646,2020,142988,3066
27/03/2021,Brasil,Brasilia,340166,5757,3015268,2019,112815,1909
27/03/2021,Chile,Santiago de Chile,412718,12710,7460708,2020,55319,1704
27/03/2021,Ecuador,Quito,104791,2566,2011388,2020,52099,1276
27/03/2021,Ecuador,Guayaquil,28100,2688,2011388,2020,13970,1336
27/03/2021,México,Ciudad de México,605041,30278,8985339,2015,67336,3370
27/03/2021,Perú,Lima,664004,20317,9485405,2017,70003,2142
27/03/2021,Uruguay,Montevideo,52606,551,1351162,2020,38934,408
27/03/2021,Brasil,Sao Paulo,605059,21440,12252023,2017,49384,1750
27/03/2021,Estados Unidos,Miami,442337,5814,2761581,2018,160175,2105
27/03/2021,Estados Unidos,New York,835608,30941,8398748,2018,99492,3684
27/03/2021,España,Madrid,618160,14496,3266126,2020,189264,4438
27/03/2021,Inglaterra,Londres,710229,18708,8982000,2020,79072,2083
28/03/2021,Colombia,Bogotá,682934,14343,7743955,2020,88189,1852
28/03/2021,Argentina,Buenos Aires,441446,9432,3075646,2020,143530,3067
28/03/2021,Brasil,Brasilia,341758,5818,3015268,2019,113342,1930
28/03/2021,Chile,Santiago de Chile,415718,12808,7460708,2020,55721,1717
28/03/2021,Ecuador,Quito,104791,2566,2011388,2020,52099,1276
28/03/2021,Ecuador,Guayaquil,28100,2688,2011388,2020,13970,1336
28/03/2021,México,Ciudad de México,605454,30329,8985339,2015,67382,3375
28/03/2021,Perú,Lima,667632,20406,9485405,2017,70385,2151
28/03/2021,Uruguay,Montevideo,53627,561,1351162,2020,39690,415
28/03/2021,Brasil,Sao Paulo,606301,21558,12252023,2017,49486,1760
28/03/2021,Estados Unidos,Miami,443207,5815,2761581,2018,160490,2106
28/03/2021,Estados Unidos,New York,836227,30941,8398748,2018,99566,3684
28/03/2021,España,Madrid,621356,14512,3266126,2020,190243,4443
28/03/2021,Inglaterra,Londres,710615,18708,8982000,2020,79115,2083
29/03/2021,Colombia,Bogotá,684241,14357,7743955,2020,88358,1854
29/03/2021,Argentina,Buenos Aires,445039,9443,3075646,2020,144698,3070
29/03/2021,Brasil,Brasilia,343111,5912,3015268,2019,113791,1961
29/03/2021,Chile,Santiago de Chile,417276,12840,7460708,2020,55930,1721
29/03/2021,Ecuador,Quito,104791,2566,2011388,2020,52099,1276
29/03/2021,Ecuador,Guayaquil,28100,2688,2011388,2020,13970,1336
29/03/2021,México,Ciudad de México,607167,30457,8985339,2015,67573,3390
29/03/2021,Perú,Lima,668925,20471,9485405,2017,70522,2158
29/03/2021,Uruguay,Montevideo,55197,573,1351162,2020,40852,424
29/03/2021,Brasil,Sao Paulo,611049,21837,12252023,2017,49873,1782
29/03/2021,Estados Unidos,Miami,444487,5845,2761581,2018,160954,2117
29/03/2021,Estados Unidos,New York,843207,31049,8398748,2018,100397,3697
29/03/2021,España,Madrid,623137,14548,3266126,2020,190788,4454
29/03/2021,Inglaterra,Londres,711083,18824,8982000,2020,79168,2096
30/03/2021,Colombia,Bogotá,685821,14383,7743955,2020,88562,1857
30/03/2021,Argentina,Buenos Aires,446826,9454,3075646,2020,145279,3074
30/03/2021,Brasil,Brasilia,343364,6029,3015268,2019,113875,1999
30/03/2021,Chile,Santiago de Chile,419769,12868,7460708,2020,56264,1725
30/03/2021,Ecuador,Quito,104791,2566,2011388,2020,52099,1276
30/03/2021,Ecuador,Guayaquil,28100,2688,2011388,2020,13970,1336
30/03/2021,México,Ciudad de México,608872,30534,8985339,2015,67763,3398
30/03/2021,Perú,Lima,671383,20544,9485405,2017,70781,2166
30/03/2021,Uruguay,Montevideo,56764,582,1351162,2020,42011,431
30/03/2021,Brasil,Sao Paulo,619397,22128,12252023,2017,50555,1806
30/03/2021,Estados Unidos,Miami,445464,5855,2761581,2018,161308,2120
30/03/2021,Estados Unidos,New York,846792,31105,8398748,2018,100824,3704
30/03/2021,España,Madrid,625215,14564,3266126,2020,191424,4459
30/03/2021,Inglaterra,Londres,711485,18824,8982000,2020,79212,2096
31/03/2021,Colombia,Bogotá,687382,14409,7743955,2020,88764,1861
31/03/2021,Argentina,Buenos Aires,450158,9486,3075646,2020,146362,3084
31/03/2021,Brasil,Brasilia,345682,6150,3015268,2019,114644,2040
31/03/2021,Chile,Santiago de Chile,419769,12868,7460708,2020,56264,1725
31/03/2021,Ecuador,Quito,104791,2566,2011388,2020,52099,1276
31/03/2021,Ecuador,Guayaquil,28100,2688,2011388,2020,13970,1336
31/03/2021,México,Ciudad de México,608872,30534,8985339,2015,67763,3398
31/03/2021,Perú,Lima,674868,20625,9485405,2017,71148,2174
31/03/2021,Uruguay,Montevideo,57940,600,1351162,2020,42882,444
31/03/2021,Brasil,Sao Paulo,628043,22425,12252023,2017,51260,1830
31/03/2021,Estados Unidos,Miami,447042,5878,2761581,2018,161879,2128
31/03/2021,Estados Unidos,New York,851401,31166,8398748,2018,101372,3711
31/03/2021,España,Madrid,627742,14578,3266126,2020,192198,4463
31/03/2021,Inglaterra,Londres,711858,18824,8982000,2020,79254,2096
1/04/2021,Colombia,Bogotá,689038,14428,7743955,2020,88978,1863
1/04/2021,Argentina,Buenos Aires,452840,10499,3075646,2020,147234,3414
1/04/2021,Brasil,Brasilia,346873,6207,3015268,2019,115039,2059
1/04/2021,Chile,Santiago de Chile,425592,12927,7460708,2020,57044,1733
1/04/2021,Ecuador,Quito,106948,2592,2011388,2020,53171,1289
1/04/2021,Ecuador,Guayaquil,28748,2693,2011388,2020,14293,1339
1/04/2021,México,Ciudad de México,611766,30630,8985339,2015,68085,3409
1/04/2021,Perú,Lima,680330,20682,9485405,2017,71724,2180
1/04/2021,Uruguay,Montevideo,59239,616,1351162,2020,43843,456
1/04/2021,Brasil,Sao Paulo,631786,22673,12252023,2017,51566,1851
1/04/2021,Estados Unidos,Miami,448479,5890,2761581,2018,162399,2133
1/04/2021,Estados Unidos,New York,855448,31224,8398748,2018,101854,3718
1/04/2021,España,Madrid,627742,14578,3266126,2020,192198,4463
1/04/2021,Inglaterra,Londres,712164,18824,8982000,2020,79288,2096
2/04/2021,Colombia,Bogotá,690844,14445,7743955,2020,89211,1865
2/04/2021,Argentina,Buenos Aires,452840,10499,3075646,2020,147234,3414
2/04/2021,Brasil,Brasilia,348687,6235,3015268,2019,115640,2068
2/04/2021,Chile,Santiago de Chile,425592,12927,7460708,2020,57044,1733
2/04/2021,Ecuador,Quito,106948,2592,2011388,2020,53171,1289
2/04/2021,Ecuador,Guayaquil,28748,2693,2011388,2020,14293,1339
2/04/2021,México,Ciudad de México,611766,30630,8985339,2015,68085,3409
2/04/2021,Perú,Lima,682756,20745,9485405,2017,71980,2187
2/04/2021,Uruguay,Montevideo,60405,626,1351162,2020,44706,463
2/04/2021,Brasil,Sao Paulo,633097,22734,12252023,2017,51673,1856
2/04/2021,Estados Unidos,Miami,449891,5900,2761581,2018,162911,2136
2/04/2021,Estados Unidos,New York,859066,31289,8398748,2018,102285,3725
2/04/2021,España,Madrid,629080,14579,3266126,2020,192607,4464
2/04/2021,Inglaterra,Londres,712514,18824,8982000,2020,79327,2096
3/04/2021,Colombia,Bogotá,692249,14464,7743955,2020,89392,1868
3/04/2021,Argentina,Buenos Aires,458871,10499,3075646,2020,149195,3414
3/04/2021,Brasil,Brasilia,349775,6288,3015268,2019,116001,2085
3/04/2021,Chile,Santiago de Chile,431597,13001,7460708,2020,57849,1743
3/04/2021,Ecuador,Quito,106948,2592,2011388,2020,53171,1289
3/04/2021,Ecuador,Guayaquil,28748,2693,2011388,2020,14293,1339
3/04/2021,México,Ciudad de México,612417,30661,8985339,2015,68157,3412
3/04/2021,Perú,Lima,684385,20875,9485405,2017,72151,2201
3/04/2021,Uruguay,Montevideo,62172,642,1351162,2020,46014,475
3/04/2021,Brasil,Sao Paulo,634456,22794,12252023,2017,51784,1860
3/04/2021,Estados Unidos,Miami,451019,5917,2761581,2018,163319,2143
3/04/2021,Estados Unidos,New York,862922,31350,8398748,2018,102744,3733
3/04/2021,España,Madrid,629080,14579,3266126,2020,192607,4464
3/04/2021,Inglaterra,Londres,712751,18824,8982000,2020,79353,2096
4/04/2021,Colombia,Bogotá,694715,14506,7743955,2020,89711,1873
4/04/2021,Argentina,Buenos Aires,462239,10499,3075646,2020,150290,3414
4/04/2021,Brasil,Brasilia,351163,6366,3015268,2019,116462,2111
4/04/2021,Chile,Santiago de Chile,433899,13033,7460708,2020,58158,1747
4/04/2021,Ecuador,Quito,106948,2592,2011388,2020,53171,1289
4/04/2021,Ecuador,Guayaquil,28748,2693,2011388,2020,14293,1339
4/04/2021,México,Ciudad de México,612753,30686,8985339,2015,68195,3415
4/04/2021,Perú,Lima,689177,21089,9485405,2017,72657,2223
4/04/2021,Uruguay,Montevideo,62172,642,1351162,2020,46014,475
4/04/2021,Brasil,Sao Paulo,635582,22844,12252023,2017,51876,1865
4/04/2021,Estados Unidos,Miami,451829,5919,2761581,2018,163612,2143
4/04/2021,Estados Unidos,New York,880275,31824,8398748,2018,104810,3789
4/04/2021,España,Madrid,629982,14579,3266126,2020,192884,4464
4/04/2021,Inglaterra,Londres,712959,18824,8982000,2020,79376,2096
5/04/2021,Colombia,Bogotá,694.715,14.506,7.743.955,2020,89.711,1.873
5/04/2021,Argentina,Buenos Aires,462.239,10.499,3.075.646,2020,150.29,3.414
5/04/2021,Brasil,Brasilia,352.067,6.449,3.015.268,2019,116.761,2.139
5/04/2021,Chile,Santiago de Chile,436.06,13.054,7.460.708,2020,58.448,1.75
5/04/2021,Ecuador,Quito,106.948,2.592,2.011.388,2020,53.171,1.289
5/04/2021,Ecuador,Guayaquil,28.748,2.693,2.011.388,2020,14.293,1.339
5/04/2021,México,Ciudad de México,614.446,30.821,8.985.339,2015,68.383,3.43
5/04/2021,Perú,Lima,689.177,21.089,9.485.405,2017,72.657,2.223
5/04/2021,Uruguay,Montevideo,62.172,642,1.351.162,2020,46.014,475
5/04/2021,Brasil,Sao Paulo,647.322,23.222,12.252.023,2017,52.834,1.895
5/04/2021,Estados Unidos,Miami,453.345,5.924,2.761.581,2018,164.161,2.145
5/04/2021,Estados Unidos,New York,869.317,31.435,8.398.748,2018,103.506,3.743
5/04/2021,España,Madrid,632.515,14.648,3.266.126,2020,193.659,4.485
5/04/2021,Inglaterra,Londres,713.153,18.824,8.982.000,2020,79.398,2.096
6/04/2021,Colombia,Bogotá,696.957,14.528,7.743.955,2020,90,1.876
6/04/2021,Argentina,Buenos Aires,470.047,10.499,3.075.646,2020,152.829,3.414
6/04/2021,Brasil,Brasilia,353.206,6.532,3.015.268,2019,117.139,2.166
6/04/2021,Chile,Santiago de Chile,438.293,13.098,7.460.708,2020,58.747,1.756
6/04/2021,Ecuador,Quito,106.948,2.592,2.011.388,2020,53.171,1.289
6/04/2021,Ecuador,Guayaquil,28.748,2.693,2.011.388,2020,14.293,1.339
6/04/2021,México,Ciudad de México,615.993,30.884,8.985.339,2015,68.555,3.437
6/04/2021,Perú,Lima,691.586,21.207,9.485.405,2017,72.911,2.236
6/04/2021,Uruguay,Montevideo,62.172,642,1.351.162,2020,46.014,475
6/04/2021,Brasil,Sao Paulo,647.445,23.403,12.252.023,2017,52.844,1.91
6/04/2021,Estados Unidos,Miami,454.405,5.93,2.761.581,2018,164.545,2.147
6/04/2021,Estados Unidos,New York,872.195,31.484,8.398.748,2018,103.848,3.749
6/04/2021,España,Madrid,635.461,14.662,3.266.126,2020,194.561,4.489
6/04/2021,Inglaterra,Londres,713.47,18.824,8.982.000,2020,79.433,2.096
7/04/2021,Colombia,Bogotá,699.076,14.567,7.743.955,2020,90.274,1.881
7/04/2021,Argentina,Buenos Aires,474.699,10.499,3.075.646,2020,154.341,3.414
7/04/2021,Brasil,Brasilia,354.816,6.609,3.015.268,2019,117.673,2.192
7/04/2021,Chile,Santiago de Chile,441.611,13.148,7.460.708,2020,59.192,1.762
7/04/2021,Ecuador,Quito,109.896,2.628,2.011.388,2020,54.637,1.307
7/04/2021,Ecuador,Guayaquil,29.855,2.702,2.011.388,2020,14.843,1.343
7/04/2021,México,Ciudad de México,617.436,30.958,8.985.339,2015,68.716,3.445
7/04/2021,Perú,Lima,699.037,21.451,9.485.405,2017,73.696,2.261
7/04/2021,Uruguay,Montevideo,62.172,642,1.351.162,2020,46.014,475
7/04/2021,Brasil,Sao Paulo,652.116,23.75,12.252.023,2017,53.225,1.938
7/04/2021,Estados Unidos,Miami,456.317,5.94,2.761.581,2018,165.238,2.151
7/04/2021,Estados Unidos,New York,876.386,31.545,8.398.748,2018,104.347,3.756
7/04/2021,España,Madrid,638.225,14.689,3.266.126,2020,195.407,4.497
7/04/2021,Inglaterra,Londres,713.761,18.902,8.982.000,2020,79.466,2.104
8/04/2021,Colombia,Bogotá,701.688,14.59,7.743.955,2020,90.611,1.884
8/04/2021,Argentina,Buenos Aires,478.806,9.72,3.075.646,2020,155.677,3.16
